session_id,1,2,3,4,5,6,7,8,9,10
d1eyv198e7myocx9n9n6jzf5jzcv39li,-14.699999999999996,-14.699999999999996,-14.699999999999996,-14.699999999999996,-10.59999999999999,-14.699999999999996,-14.699999999999996,-14.799999999999995,-14.799999999999995,-14.799999999999995
ckp64he3cbpcuecq3fe4s1j703onjkyx,10.0,10.0,10.0,10.0,9.2,9.1,9.1,9.1,9.1,9.0
lz2rcdu9yrjx8kr72ns2hrotjldglf4l,10.0,10.0,10.0,10.0,9.7,9.6,9.6,9.6,9.6,9.5
g3by2bn8u1ptw3bivsoqqgf8xt6bm21d,10.0,10.0,10.0,10.0,10.0,9.9,9.9,9.9,9.9,9.8
2y770g7fo9k2vve9q6i7wkps12m82mds,10.0,10.0,10.0,10.0,9.3,9.2,9.2,9.2,9.2,9.1
ilmal1kc8fkxi3lpxdhki34kuzgs1t67,6.000000000000003,6.000000000000003,6.000000000000003,6.000000000000008,6.000000000000003,6.000000000000003,6.000000000000003,6.000000000000003,6.000000000000008,6.000000000000003
xhbt9x2d0b98qfxvsansb3xnw1sdu6oa,10.0,10.0,10.0,9.9,10.0,9.9,9.9,9.9,9.9,9.9
sgkiah7wdilz2guevzkdpxyw2n1kehuv,10.0,10.0,10.0,9.9,10.0,9.9,9.9,9.9,9.9,9.9
y0fwyws0rsmy48u1fwrxog4xnyt1lba9,9.8,9.8,9.8,9.8,9.8,9.8,9.7,9.7,9.7,9.7
dxw8123etxtip1b8w6ytet43nhqrb9vh,9.1,9.1,9.1,9.1,9.0,9.0,9.0,9.0,9.0,14.6
6nghqg36qnjw85glpy5yehsjuqrb847y,9.1,9.6,9.1,9.1,9.1,9.1,9.8,9.1,9.1,9.7
8pu9uimd3eau2ffxposx48j0wel728yr,0.3000000000000029,0.20000000000000406,0.20000000000000315,0.2000000000000044,0.2000000000000044,0.2000000000000044,0.20000000000000792,0.2000000000000064,0.9000000000000065,0.2000000000000064
h5fo7p4x3id0fv596e9vlvmdfuzn5jky,10.0,10.0,10.0,9.9,10.0,9.9,9.9,9.9,9.9,9.9
vhtm9daj94fsie469xejasqd2oxkiyqh,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.8
b4tnecspthyvktl1nxvykh1cxc44jyk1,6.000000000000003,6.000000000000003,6.000000000000003,6.000000000000003,5.900000000000002,5.900000000000002,5.900000000000002,5.900000000000002,5.900000000000002,5.900000000000002
yv8wy71a5x2ohi0tkhq9aknm1ickllfu,3.7000000000000073,3.7000000000000073,3.7000000000000073,3.7000000000000073,3.7000000000000073,3.7000000000000073,3.6000000000000085,3.6000000000000085,3.7000000000000073,3.7000000000000073
cub64ayg0fl56l2e2p6wglqpk3l95hf7,10.0,10.0,10.0,9.9,10.0,9.9,10.6,9.9,10.0,9.9
88f3z9ft5nwhfc5jvm5l2e1tzel7alim,10.0,10.0,10.0,9.9,10.0,9.9,10.6,9.9,10.0,10.7
ehhhq1vqlhov8s4z9uftdo5h49ho2cnj,9.5,9.5,9.9,9.5,9.4,9.4,9.4,9.4,9.4,9.4
l77e3srr5a12a9mdj3x9vc2ofn6z5c1u,10.0,9.7,10.5,9.8,9.7,9.7,11.8,9.7,9.6,11.3
wb0my3qgznf8cnke8veasfgwbxzs6maa,9.8,9.8,9.8,9.8,9.8,9.8,11.9,9.8,9.8,11.3
1h0jdz7nnzilxcbwq7n4urfvvz9kvb83,10.0,10.0,10.0,9.9,10.0,9.9,9.8,9.9,10.0,9.9
p2bjkn2k3onku3aki5ss6kzexndookd2,9.8,11.2,9.8,9.8,11.2,10.4,9.8,9.8,9.7,11.1
58kw37w7lovglfc0g3srl5fpy389gi0u,10.0,10.0,10.0,9.9,10.0,9.9,9.8,9.9,10.0,9.9
yizb2ei0wlqv218m7w111d2rt5zfxyon,9.6,9.6,9.6,9.6,10.1,9.5,9.5,9.5,9.5,9.5
aou5g4c0eeagutkg55k4ypulh9pau3is,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,8.300000000000002,8.300000000000002
2xdotoh5bz5w0fic8dhdf0fy6te5eoj1,10.0,10.0,10.0,9.9,10.0,9.9,9.8,9.9,10.0,9.9
f427apx0olqs92b0rymr1wyveq9z6xfe,9.9,10.5,10.5,9.8,9.8,9.8,9.8,9.8,10.5,12.8
u0tg4nze3xlo7sr9xqup8sgmb3hjs55n,10.0,10.0,10.0,10.0,10.0,9.9,9.7,9.9,10.0,9.9
fclwcackq26p4eyuap7a1ddlc77f11q6,10.0,10.0,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.7
qh0wmveodm8tcxe33wi9ohgyc1zrket0,10.0,10.0,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.7
gxfzpxf5voyqomf0ct9soz2y7gppd473,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
07epxxdzxdaw057pvznm9g156ubq08ay,8.500000000000002,8.500000000000002,8.500000000000002,8.400000000000002,8.500000000000002,8.400000000000002,8.400000000000002,8.500000000000005,8.600000000000001,8.700000000000001
q7qsiriqi2b5a0ly29df26ayk1j88zgr,4.400000000000009,0.7000000000000043,0.5000000000000072,0.5000000000000032,4.000000000000006,0.5000000000000052,1.400000000000008,0.5000000000000041,0.5000000000000043,3.000000000000004
cia9nci1kum6qsehfnyko1m9p96mzfw9,108.59999999999997,19.7,8.200000000000003,8.100000000000009,13.100000000000005,26.60000000000001,8.100000000000009,26.40000000000001,26.40000000000001,21.0
mj4zdqa3okfshxxjqv5yzf0nepzuivwo,10.0,10.0,9.9,10.7,9.9,9.9,9.8,9.9,9.9,10.4
iftzlspp7op1y36nauavhi2qv6rwonwo,9.9,9.9,9.9,9.8,9.8,9.8,9.7,9.8,9.8,12.2
tghgmzb7x4i29cw499updo4f919a0zzi,10.0,10.0,10.0,10.0,10.0,9.9,11.3,10.0,10.0,9.8
ou2k8nwpmvaapqg1ze0oo49uhcfa1mnv,9.6,9.6,9.6,9.6,11.1,9.5,9.5,9.5,9.5,11.7
f0aenur3twm0ua5vlqo6mn5ptui0t0zg,9.9,9.9,9.9,9.9,11.4,9.8,9.8,9.8,9.8,11.2
41sbxceb65pi0nhr8plido2qhu3w06qk,10.0,10.0,10.0,10.0,9.9,9.9,9.8,10.0,10.0,9.8
kbwnq0ukdrzdy674hjjzurkkkvm6153v,7.300000000000002,7.300000000000002,7.400000000000002,7.400000000000002,9.700000000000003,7.400000000000002,7.400000000000002,7.400000000000002,7.400000000000002,7.300000000000002
v1uq68nnfm58hdjd1pdjhhl9dtgcqmy5,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
jq9tnbvvab275ka06h1uorm3b3qp2l7p,4.200000000000006,6.1000000000000085,4.200000000000006,10.500000000000009,5.400000000000008,4.80000000000001,4.70000000000001,4.900000000000009,6.300000000000013,12.300000000000008
zi5qw072v3umrnl2ekm3bz9kmf1o1ggq,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
re8su0ib55s3k4fl2dyiybg17nbuchaq,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
qcdqbms0bgiariksge1twhkp21p9ovka,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
qmhi3jdw9xgb9t0ohx8pt8gus14xfvzs,10.0,9.9,9.9,9.9,9.9,9.9,14.5,9.9,9.9,9.8
0in92d7w7os23p2ob39cjduwgh5o7f0j,9.2,11.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
6y07fwita8cn2gsw8xih21bljx6qhudl,9.7,10.4,9.7,9.7,9.7,9.6,9.6,9.6,9.6,9.6
5cakw99a1s2jr5lzt40oyy1uzqs30nkf,-3.599999999999993,-3.499999999999997,-3.499999999999997,-0.3999999999999935,10.700000000000012,-3.599999999999997,-3.5999999999999965,6.1000000000000085,4.800000000000005,8.40000000000001
41l8zccyimx4ukjnsa0i2rofycztacjx,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
8ren33prc1j0uhgj9j357kuc4fc28nqk,9.9,9.9,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
38iylcufscytdv9h7qryi000u24d1wty,9.8,9.8,10.4,9.7,9.7,9.7,9.7,10.4,9.7,9.7
21wxb652mfm0wsfgsqc0n5qcjrf8k8la,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
kt5h6yeuxsuq0wayvf9hv6xlzot8hn0l,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
qw7yg9kwxpws7xazydudi1pod5kbr6zy,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
cz3c16wz8kud0bpvmc7w4qe1q52qynd1,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.5,9.5
s9s61nafumyigw13kdbzht9p1pk9mbx5,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
oro1p1ntpgytc8jqbih8swa9yjh883kl,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
ipktr08ps61zjcwu2j5zvbu9bfhbfaix,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
9kiotjki22jwmxzn0qw6r3i8ali8k83d,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
ilonbdcn3ig2j004sc4eb8bapiwuasjl,9.5,9.5,9.5,9.5,9.5,9.5,9.4,9.4,9.4,9.4
w1n9py5otv0ej3wxp0536arkri956wa2,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
g4syfxr7tmsmlery6by7ftlcq8atyoog,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
r8citkv19uk9p57leoh9tj3sgxd3h9nv,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
hm0kd844qyrzmnuwr2yw9r2eq3h71mkh,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
vvouo9cvjgkbcr3thvpmzjme0qllvsps,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
dzksxn6hnzggik5qv0nwu0tzh9uf75dg,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
45i3jk1fyzb4nesjz41lfqv5s5lycc02,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
k26qudw6zaw9fkm67rvhxe25w8k90q3t,9.8,9.8,9.8,9.8,9.8,9.8,9.7,9.7,9.7,9.7
bci7zurza8qv0dxjrmycogpbf4ys0io2,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
456lz8b1kvr4z9rccg5txtwzl9pvul9o,9.9,9.9,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
8ylku5kt25p1cvpwum3yntghd5fnioos,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
6huid4w4lari0wrlsx9zkmgzfpwbjm7q,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
dhm3lru641ilevv2cwluvonvql11tq1h,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
7w6bwge7t6ixnaxnqlxlgvjigmsz2yx4,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
90shb55zd051e6ncsw9adpr5tq37m19y,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
15bfzcejtqd0tz3eme03fcetub591r5m,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
43uw1h2mj0fe6m8by5h2w0b31wevyjml,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
c73so86zbpvapnysjnm8kduktj7yhh07,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
3p0f93js7ccyycrgfhk1dwszjstw4tra,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
fpjbssktxw0lpm691r5z83eiodjsgzp0,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
w9y95xpppy2awu7lo0vsvd3epx0g3z6i,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
cfl4kmbqcob67v9jn9mg1j23ixy7f0pf,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
ox2vxp75yshm2jlmairhkhnqpkiiftg7,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
xjkny00krb8j6ru09p6wxhrhgfrlddf6,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
tr9n4jevonw6oim6vtcpkvhy68lfhh1k,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
5f8amj8dnkur3fou2bojevqbajzxjh4w,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
057u1s4iy2j83vq006rsgok59xir2day,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
mk074xar36idkl560l4pvqyuybnqnups,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
uoyelkhhg9tq6lcn7pdkckqaob5but34,9.0,9.0,9.0,9.6,9.0,9.0,9.5,9.5,9.0,9.0
brwsk9n1wji94oaryw967icj17a9uiku,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
icccr7qire92qygdz6z7ly3efahkzsyr,9.8,9.7,9.7,9.7,9.7,9.7,10.4,9.7,9.7,9.7
ra4bumecb97sw6tn2mkd931kf96stk0q,5.700000000000002,5.700000000000002,5.700000000000002,5.700000000000002,5.700000000000002,5.700000000000002,5.600000000000002,5.600000000000002,5.600000000000002,5.6000000000000085
8q7pcw1jdqgjtfva5hs31z4vebov133a,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
ilxuczomp0w9sri3mzcwwj8awjn1ohgd,4.7000000000000055,4.7000000000000055,4.7000000000000055,4.7000000000000055,4.7000000000000055,4.7000000000000055,4.600000000000006,4.600000000000006,4.600000000000006,4.600000000000006
0c4vqcmq3t71hoilrcsq8dzrzk5mgj28,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
dt8wmqjwepkpdl8jcsfikczy4gspa3yd,9.9,9.9,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
uwu1rfbhcb8hznlcx085fqss99pkjd4x,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
v0nv8kbsm8en7nv3e9y7rpzge1kwamjj,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
prr90e49v39l0adktr67n7wfdrlxdafd,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
kqwm15hu8g4gngv6y6aoxq895d9b5vke,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.9,8.9
azipcjts756n2ahzx1uty5w4b6fjtzmv,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
8ac383bwcc0epo5l2hb96xnamwzl19ae,9.8,9.8,9.8,9.8,9.8,9.8,9.7,9.7,9.7,9.7
5jdj993mrtrv01r1w8nl2zga58slc7qr,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
tqap3ruqj3t2h3rt0jwhoyxojpbf6hew,9.9,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.8
dulphcj1umu63krkdzf7w4u93g777hpy,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
j5zrbbroscb4o6isysuawq86tnvpa73b,9.0,9.0,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
x5ys6opne59nmj2l7khgaiu069bnldg1,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
xitly7h9be33cqqr4zrlmnneuzegodp7,9.9,9.9,9.9,9.9,9.8,10.6,10.4,9.8,9.8,9.8
hivzxar1pq16y51w9wb6z2k5kqo6tgin,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
bv6e5v6isk8236h15436qmx79j8strq6,9.4,10.6,9.4,9.4,9.4,9.4,9.3,23.2,9.3,12.0
xdenj18ec47hwrj6ncnshgba4cj1nffg,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
r4r55pl3z1kl7g499dkb5u87ro3oiyl9,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
4g4de9tmis06ub77r23im5970se4gmk0,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
3azt9ll2dg8q49zytj9fj0brxojcqzo9,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
3c7xn8e0ybnwybqyqljckzne70j6g4wy,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
suptuh4h64xeg3bw4wq8wop05g2p651s,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
ij4xc787fvftec29r7r3zu9yawv926zl,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
gst7my4ry1sy89rknnyavu5ro667kbjx,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
871738uto3grpyysvwexgsqjnp5ubjhz,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
fpmd1fyu3cbsav1sch1vqr6h1brklhn7,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
uhbrr8hz75yynjzqxthk9tw71zxkvfmc,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
xb6ldg55e4cjvyxkl2plkhjqbc2ru61k,10.0,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.7
e8vo5g6l4blnhhuiem0tuh98trovgv26,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
iezucincgitbz9nujc0mw89lmfvxibk5,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
vthriina785yhg5p5sr56ii3chrr4bzh,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
fi6tduxgkoah51ng6ud7tn2qx3t0cb4v,10.0,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.7
p4t7nnbs52r4pn2qucw1ntxa72q4igqx,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
c3jn6mg9rymg4jhnj9eagey082fe7e9e,10.0,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.7
xd89nn4sbbjwmb2gyqtqxnegagyom42h,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
j058vpl221q9pzqx30llhrt27bfj2dbt,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
aspdf9ny0nz4igdie2k2umdp9x8bkick,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
sslgtrdbklxhchbmyqet1sc3vpf2nqde,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
qs9a3bm7vyj8a7d2b5rr0qmisrgi4r04,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
z4ejiy13c9foilg62d3e3d106tapkhyr,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
kf0gdwg6z7c0yc6h3ka8x6etvegopfwd,10.0,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.7
0dng5k2aoafd1x0zeuebpz86ut2jrk9i,9.9,9.9,9.9,9.8,9.8,9.8,9.8,9.8,9.8,9.7
cibkm7mlvpdwjapke1b57wrxusepuk4j,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
o95xev6y2ymks564dhzgdtwmgr97tpci,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
zk7fw5ciopakjbdsnfyl18aje86eql9x,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
hs1dxcjen1ujy82500ljqw5xmka4kl33,10.0,9.9,9.9,9.9,9.9,9.9,9.8,9.9,9.9,9.7
db8h9rjzg0fd0kanig0on34vq2awnr0j,10.0,10.0,10.0,10.0,10.0,9.9,9.8,10.0,10.0,9.7
p5namw6m0sen4bluqrl3n857c76hfiui,9.6,9.6,9.6,9.6,9.6,9.6,10.8,11.0,9.6,11.0
b7zigbkrb9qe5qp43jvenxtigvtz9qbp,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
jbvmlgcpgn9pq9pwdkzljhpm54h8e8e3,28.9,9.3,63.49999999999998,9.3,150.6000000000003,9.3,278.90000000000043,24.00000000000001,9.2,122.19999999999996
sgov4st3cnl8ehpihoqca07s586t03jz,9.2,11.1,9.2,9.1,16.59999999999999,11.0,21.6,9.1,9.1,20.8
vvl703hwldeivdyeqngnnf1e31c0gd14,8.9,13.699999999999974,8.9,8.8,8.8,8.8,23.9,16.99999999999997,11.700000000000001,14.299999999999995
c88zv72i16s62txjuy0mwofltad7j9ch,8.700000000000001,8.700000000000001,10.1,14.3,12.100000000000005,9.100000000000003,23.7,8.600000000000001,9.2,12.5
q2lpgwmbq05qypco5uulcsjccmumuk8z,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.9,10.0,9.8
k4odmma9kdkbw2wu6wpdqmjvpqfdohqu,9.9,9.8,9.8,9.8,10.5,11.2,9.8,12.0,9.8,9.8
vdcvzxmicbhtqetbphivmjoaq0zuxlhf,8.700000000000001,8.700000000000001,8.700000000000001,8.700000000000001,8.700000000000001,8.700000000000001,8.700000000000001,8.8,8.700000000000001,8.600000000000001
